name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,price_per_kilometer
Toyota Corolla Altis Diesel D4DG,2010,300000,60000,Diesel,Individual,Manual,First Owner,19.41878335651954,1364.0,87.2,5.0,15,15448.959622863287
Daewoo Matiz SD,2000,100000,60000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,53.0,5.0,25,5149.653207621096
Toyota Fortuner 4x2 Manual,2014,1750000,30000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2982.0,168.5,7.0,11,90118.93113336917
Mahindra KUV 100 mFALCON G80 K8,2016,450000,15000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1198.0,82.0,6.0,9,23173.43943429493
Tata Zest Quadrajet 1.3 75PS XM,2017,490000,90000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,8,25233.30071734337
Honda City 1.5 S MT,2009,345000,47000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1497.0,118.0,5.0,16,17766.30356629278
Maruti Zen LXI,2005,85000,90000,Petrol,Individual,Manual,First Owner,19.41878335651954,993.0,60.0,5.0,20,4377.205226477931
Maruti Wagon R VXI BS IV with ABS,2010,215000,120600,Petrol,Individual,Manual,Second Owner,19.41878335651954,998.0,67.1,5.0,15,11071.754396385355
Hyundai Verna Transform SX VTVT,2010,320000,100000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1599.0,103.2,5.0,15,16478.890264387508
Maruti Swift Dzire VXI,2016,459999,60000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1197.0,83.14,5.0,9,23688.353258524963
Hyundai Getz GLS,2005,65000,86000,Petrol,Individual,Manual,First Owner,19.41878335651954,1341.0,83.0,5.0,20,3347.2745849537123
Hyundai Elite i20 Sportz Plus BSIV,2020,720000,5000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,5,37077.50309487189
Maruti Ciaz 1.3 Alpha,2017,800000,37000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,8,41197.22566096877
Tata Tigor 1.2 Revotron XZ,2019,520000,14000,Petrol,Individual,Manual,First Owner,19.41878335651954,1199.0,84.0,5.0,6,26778.1966796297
Maruti Ertiga VDI,2015,580000,70000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.76,7.0,10,29867.988604202357
Toyota Etios GD,2012,235000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,82.0,5.0,13,12101.685037909576
Honda City i VTEC S,2015,600000,50000,Petrol,Individual,Manual,First Owner,19.41878335651954,1497.0,117.3,5.0,10,30897.919245726574
Honda Brio S MT,2014,290000,60000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1198.0,86.8,5.0,11,14933.994302101179
Maruti Wagon R LXI CNG,2016,360000,50000,CNG,Individual,Manual,First Owner,19.41878335651954,998.0,58.16,5.0,9,18538.751547435946
Maruti Swift Dzire VXI,2017,550000,50000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,83.14,5.0,8,28323.092641916028
Hyundai i20 Sportz 1.2,2013,375000,70000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,82.85,5.0,12,19311.19952857911
Maruti Omni E 8 Str STD,2003,40000,90000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1248.0,82.0,5.0,22,2059.8612830484385
Maruti Wagon R AMT VXI,2018,420000,35000,Petrol,Individual,Automatic,First Owner,19.41878335651954,998.0,67.0,5.0,7,21628.5434720086
Maruti Swift Dzire VXI 1.2,2017,550000,20000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.8,5.0,8,28323.092641916028
Maruti Alto 800 LXI,2018,270000,20000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,47.3,5.0,7,13904.063660576958
Maruti Swift Dzire AMT VXI BS IV,2018,700000,7800,Petrol,Individual,Automatic,First Owner,19.41878335651954,1197.0,81.8,5.0,7,36047.57245334767
Maruti Swift VXI Optional,2017,500000,20000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.8,5.0,8,25748.266038105477
Tata Hexa XE,2019,1250000,15000,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,147.94,7.0,6,64370.6650952637
Hyundai i20 Magna,2013,320000,31377,Petrol,Individual,Manual,Second Owner,19.41878335651954,1197.0,82.85,5.0,12,16478.890264387508
Maruti Swift Dzire VDI,2018,700000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.02,5.0,7,36047.57245334767
Maruti Wagon R VXI BS IV,2015,290000,60000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,67.04,5.0,10,14933.994302101179
Toyota Corolla Altis 1.8 VL AT,2012,550000,100000,Petrol,Individual,Automatic,First Owner,19.41878335651954,1794.0,138.1,5.0,13,28323.092641916028
Honda Brio S MT,2012,265000,60000,Petrol,Individual,Manual,First Owner,19.41878335651954,1198.0,86.8,5.0,13,13646.581000195903
Maruti Baleno Alpha Automatic,2018,830000,5000,Petrol,Individual,Automatic,First Owner,19.41878335651954,1197.0,83.1,5.0,7,42742.121623255094
Tata Safari Storme EX,2017,800000,60000,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,147.94,7.0,8,41197.22566096877
Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,46.3,5.0,14,8239.445132193754
Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,19.41878335651954,799.0,53.3,5.0,7,17251.33824553067
Datsun GO T BSIV,2017,329000,80000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1198.0,67.0,5.0,8,16942.359053073404
Maruti Vitara Brezza VDi Option,2017,775000,75000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,8,39909.81235906349
Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,5,26984.182807934543
Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,47.3,5.0,10,12616.650358671684
Hyundai i20 1.2 Sportz,2012,275000,93000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1197.0,80.0,5.0,13,14161.546320958014
Tata Zest Revotron 1.2 XT,2018,520000,60000,Petrol,Individual,Manual,First Owner,19.41878335651954,1193.0,88.7,5.0,7,26778.1966796297
Maruti Swift 1.3 VXi,2008,130000,120000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1248.0,82.0,5.0,17,6694.549169907425
Nissan Sunny XL,2014,550000,37000,Petrol,Individual,Manual,First Owner,19.41878335651954,1498.0,97.7,5.0,11,28323.092641916028
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,Petrol,Individual,Manual,First Owner,19.41878335651954,1497.0,121.36,5.0,7,46861.84418935197
Nissan Micra Active XV S,2015,300000,80000,Petrol,Individual,Manual,First Owner,19.41878335651954,1198.0,67.04,5.0,10,15448.959622863287
Maruti Wagon R LXI Optional,2016,350000,140000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,67.04,5.0,9,18023.786226673834
Mahindra Ssangyong Rexton RX5,2013,900000,70000,Diesel,Individual,Manual,First Owner,19.41878335651954,2696.0,162.0,7.0,12,46346.87886858986
Mahindra Quanto C8,2013,300000,120000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1493.0,100.0,7.0,12,15448.959622863287
Maruti Ritz LDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,73.9,5.0,15,12874.133019052739
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,37000,Diesel,Individual,Manual,First Owner,19.41878335651954,1582.0,126.2,5.0,8,56646.185283832056
Renault KWID RXT,2016,270000,44000,Petrol,Individual,Manual,First Owner,19.41878335651954,799.0,53.3,5.0,9,13904.063660576958
Maruti Ertiga VDI,2015,640000,80000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.76,7.0,10,32957.780528775016
Mahindra XUV500 W4,2015,650000,125000,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,140.0,7.0,10,33472.745849537125
Maruti Eeco 5 Seater AC BSIV,2017,409999,13500,Petrol,Individual,Manual,First Owner,19.41878335651954,1196.0,73.0,5.0,8,21113.526654714417
Hyundai Santro Xing GLS,2011,165000,75000,Petrol,Individual,Manual,First Owner,19.41878335651954,1086.0,62.1,5.0,14,8496.927792574808
Hyundai Accent GLE,2007,80000,120000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1495.0,94.0,5.0,18,4119.722566096877
Mahindra XUV500 W8 2WD,2012,535000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,140.0,7.0,13,27550.64466077286
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,70000,Diesel,Individual,Manual,First Owner,19.41878335651954,2494.0,100.57,7.0,12,36047.57245334767
Maruti Swift Dzire VDI,2013,550000,70000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,12,28323.092641916028
Honda Amaze S CVT Petrol BSIV,2019,680000,15000,Petrol,Individual,Automatic,First Owner,19.41878335651954,1199.0,88.76,5.0,6,35017.64181182345
Hyundai i10 Sportz 1.2,2009,200000,53000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1197.0,78.9,5.0,16,10299.306415242192
Maruti Swift Dzire VDI,2014,500000,120000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,74.0,5.0,11,25748.266038105477
Maruti Ertiga SHVS ZDI Plus,2016,1000000,70000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,7.0,9,51496.532076210955
Hyundai Getz 1.3 GVS,2008,110000,120000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1341.0,82.9,5.0,17,5664.618528383206
Hyundai i20 1.2 Magna,2012,320000,100000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1197.0,80.0,5.0,13,16478.890264387508
Tata Indica DLS,2005,75000,110000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,82.0,5.0,20,3862.239905715822
Maruti Swift LXI Optional-O,2015,350000,100000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,83.11,5.0,10,18023.786226673834
Tata Indica Vista TDI LS,2013,170000,162500,Diesel,Individual,Manual,First Owner,19.41878335651954,1405.0,70.0,5.0,12,8754.410452955863
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,88.73,5.0,8,41197.22566096877
Maruti Ignis 1.3 Alpha,2017,500000,75000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,8,25748.266038105477
Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,19.41878335651954,2179.0,153.86,7.0,8,71065.21426517112
Mahindra Marazzo M6 8Str,2019,1300000,40000,Diesel,Individual,Manual,First Owner,19.41878335651954,1497.0,121.0,8.0,6,66945.49169907425
Hyundai Verna 1.6 CRDI,2013,530000,92500,Diesel,Individual,Manual,First Owner,19.41878335651954,1582.0,126.3,5.0,12,27293.162000391807
Maruti Swift Dzire VDI,2012,360000,158000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,13,18538.751547435946
Maruti Swift Dzire LDi,2012,310000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,73.9,5.0,13,15963.924943625398
Honda City i DTEC V,2015,725000,50000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1498.0,98.6,5.0,10,37334.98575525294
Maruti Swift Dzire ZDi,2012,340000,110000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,73.9,5.0,13,17508.820905911725
Hyundai Xcent 1.2 CRDi E,2017,550000,2000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1186.0,73.97,5.0,8,28323.092641916028
Toyota Fortuner 3.0 Diesel,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2982.0,171.0,7.0,14,59221.0118876426
Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,Diesel,Individual,Manual,First Owner,19.41878335651954,1047.0,69.0,5.0,9,19568.682188960163
Nissan Sunny XL AT Special Edition,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,19.41878335651954,1498.0,99.6,5.0,12,18023.786226673834
Hyundai Elite i20 Magna Plus BSIV,2019,610000,2000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,6,31412.884566488683
Maruti Swift Dzire VXI,2015,525000,20000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,83.14,5.0,10,27035.679340010753
Toyota Innova 2.5 GX 7 STR,2011,480000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,2494.0,102.0,7.0,14,24718.33539658126
Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First Owner,19.41878335651954,2498.0,105.0,6.0,8,40167.295019444544
Maruti Swift Dzire ZDi,2012,320000,193000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,73.9,5.0,13,16478.890264387508
Maruti Swift 1.2 DLX (Only Delhi),2014,375000,80000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.8,5.0,11,19311.19952857911
Datsun GO D Petrol,2019,300000,40000,Petrol,Individual,Manual,First Owner,19.41878335651954,1198.0,67.05,5.0,6,15448.959622863287
Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,19.41878335651954,1396.0,88.73,5.0,10,25748.266038105477
Mahindra Scorpio LX,2011,404000,122358,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,120.0,9.0,14,20804.598958789225
Tata Sumo Gold EX BSIII,2015,500000,75000,Diesel,Individual,Manual,First Owner,19.41878335651954,2956.0,69.01,7.0,10,25748.266038105477
Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,1047.0,69.0,5.0,8,18023.786226673834
Tata Zest Revotron 1.2 XT,2015,380000,40000,Petrol,Individual,Manual,First Owner,19.41878335651954,1193.0,88.7,5.0,10,19568.682188960163
Hyundai Accent GLE,2008,114999,95200,Petrol,Individual,Manual,Third Owner,19.41878335651954,1495.0,94.0,5.0,17,5922.049692232184
Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.41878335651954,1198.0,86.8,5.0,11,17251.33824553067
Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,19.41878335651954,1197.0,82.0,5.0,10,23945.887415438094
Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.76,5.0,13,14933.994302101179
Maruti Alto LX,2005,110000,45000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,46.3,5.0,20,5664.618528383206
Tata New Safari DICOR 2.2 EX 4x2,2011,450000,80000,Diesel,Individual,Manual,Third Owner,19.41878335651954,2179.0,138.1,7.0,14,23173.43943429493
Mahindra Bolero SLE,2009,400000,170000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2523.0,63.0,7.0,16,20598.612830484384
Mahindra Bolero DI DX 7 Seater,2007,210000,207890,Diesel,Individual,Manual,Second Owner,19.41878335651954,2523.0,63.0,7.0,18,10814.2717360043
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,19.41878335651954,2143.0,170.0,5.0,7,236884.0475505704
Maruti Omni E MPI STD BS IV,2016,220000,35000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,34.2,8.0,9,11329.237056766411
Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,82.0,5.0,8,23173.43943429493
Hyundai i10 Sportz AT,2013,290000,50000,Petrol,Individual,Automatic,First Owner,19.41878335651954,1197.0,78.9,5.0,12,14933.994302101179
Maruti Swift VXI Deca,2016,520000,20000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.8,5.0,9,26778.1966796297
Hyundai i10 Sportz AT,2011,265000,20000,Petrol,Individual,Automatic,First Owner,19.41878335651954,1197.0,78.9,5.0,14,13646.581000195903
Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1197.0,85.8,5.0,13,16993.855585149617
Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,2523.0,62.1,7.0,11,26263.179862335513
Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,Petrol,Individual,Manual,First Owner,19.41878335651954,1591.0,121.3,5.0,11,25748.266038105477
Hyundai i20 Active 1.2,2015,525000,50000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,10,27035.679340010753
Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.8,5.0,6,34760.1591514424
Hyundai i20 1.2 Asta,2010,300000,70000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,80.0,5.0,15,15448.959622863287
Maruti Alto LXI,2005,90000,99361,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,46.3,5.0,20,4634.6878868589865
Maruti Swift Dzire VDI,2017,650000,25000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,8,33472.745849537125
Maruti Swift Dzire VXI,2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1197.0,85.8,5.0,11,21062.081619170283
Hyundai Grand i10 CRDi Sportz,2015,395000,80000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1120.0,70.0,5.0,10,20341.13017010333
Maruti Swift 1.3 VXi,2010,215000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1248.0,82.0,5.0,15,11071.754396385355
Maruti Swift Dzire VXI,2014,400000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1197.0,85.8,5.0,11,20598.612830484384
Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1199.0,79.4,5.0,13,6179.583849145315
Tata Tigor 1.2 Revotron XZA,2018,645000,10000,Petrol,Individual,Automatic,First Owner,19.41878335651954,1199.0,84.0,5.0,7,33215.26318915607
Maruti 800 Std,2006,81000,80000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,37.0,4.0,19,4171.219098173087
Honda City i-DTEC VX,2017,1300000,30000,Diesel,Individual,Manual,First Owner,19.41878335651954,1498.0,97.9,5.0,8,66945.49169907425
Honda City i-DTEC VX,2017,1250000,33000,Diesel,Individual,Manual,First Owner,19.41878335651954,1498.0,97.9,5.0,8,64370.6650952637
Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1373.0,93.7,7.0,12,27550.64466077286
Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.41878335651954,1461.0,108.5,5.0,11,28580.575302297082
Honda City i VTEC VX,2014,725000,120000,Petrol,Individual,Manual,First Owner,19.41878335651954,1497.0,117.3,5.0,11,37334.98575525294
Mahindra Willys CJ 3B 4X4,1983,300000,10000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1248.0,82.0,5.0,42,15448.959622863287
Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First Owner,19.41878335651954,799.0,53.3,5.0,9,11844.150880996443
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2494.0,100.6,8.0,12,41197.22566096877
Maruti Wagon R VXI BS IV,2017,409999,47000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,67.04,5.0,8,21113.526654714417
Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,88.7,5.0,7,62310.80381221526
Tata Tiago 1.2 Revotron XZ,2017,400000,26000,Petrol,Individual,Manual,First Owner,19.41878335651954,1199.0,84.0,5.0,8,20598.612830484384
Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,Diesel,Individual,Manual,First Owner,19.41878335651954,1186.0,73.97,5.0,7,26778.1966796297
Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Individual,Automatic,First Owner,19.41878335651954,1197.0,83.1,5.0,9,33472.745849537125
Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1298.0,88.2,5.0,14,16736.372924768562
Maruti Swift Dzire VXi AT,2012,420000,120000,Petrol,Individual,Automatic,First Owner,19.41878335651954,1197.0,85.8,5.0,13,21628.5434720086
Maruti Swift LXI Option,2014,400000,50000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.8,5.0,11,20598.612830484384
Hyundai i20 1.2 Asta,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.41878335651954,1197.0,80.0,5.0,15,13131.564182901719
Maruti Zen LXI,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,19.41878335651954,993.0,60.0,5.0,22,3347.2745849537123
Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,67.04,5.0,8,18075.282758750047
Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,Diesel,Individual,Manual,Third Owner,19.41878335651954,2494.0,102.0,8.0,18,20804.598958789225
Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1248.0,73.9,5.0,14,9526.858434099027
Nissan Micra Diesel XV,2011,250000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,1461.0,63.1,5.0,14,12874.133019052739
Maruti Zen LXI,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,19.41878335651954,993.0,60.0,5.0,23,3089.7919245726575
Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1591.0,121.3,5.0,12,25748.266038105477
Maruti Zen Estilo LXI BSIII,2007,85000,80000,Petrol,Individual,Manual,Second Owner,19.41878335651954,998.0,67.1,5.0,18,4377.205226477931
Hyundai Santro Xing XL,2005,85000,60000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1248.0,82.0,5.0,20,4377.205226477931
